tahun;kdstatus;status;kdurus;nmurus;kdskpd;nmskpd;kdsubunit;nmsubunit;kdbidurus;nmbidurus;kdprog;nmprog;kdgiat;nmgiat;kdsubgiat;nmsubgiat;kdsdana;nmsdana;kdrek;nmrek;jml;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0003;Puskesmas Sungai Lansek;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.05;PROGRAM PEMBERDAYAAN MASYARAKAT BIDANG KESEHATAN;1.02.05.2.01;Advokasi. Pemberdayaan. Kemitraan. Peningkatan Peran serta Masyarakat dan Lintas Sektor Tingkat Daerah Kabupaten/Kota;1.02.05.2.01.0001;Peningkatan Upaya Promosi Kesehatan. Advokasi. Kemitraan dan Pemberdayaan Masyarakat;2.2.01.09.002.00011;DAK Non Fisik-BOKKB-BOK;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;20434000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0003;Puskesmas Sungai Lansek;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.05;PROGRAM PEMBERDAYAAN MASYARAKAT BIDANG KESEHATAN;1.02.05.2.03;Pengembangan dan Pelaksanaan Upaya Kesehatan Bersumber Daya Masyarakat (UKBM) Tingkat Daerah Kabupaten/Kota;1.02.05.2.03.0001;Bimbingan Teknis dan Supervisi Pengembangan dan Pelaksanaan Upaya Kesehatan Bersumber Daya Masyarakat (UKBM);2.2.01.09.002.00011;DAK Non Fisik-BOKKB-BOK;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;26827500;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0003;Puskesmas Sungai Lansek;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.02.01.2.10;Peningkatan Pelayanan BLUD;1.02.01.2.10.0001;Pelayanan dan Penunjang Pelayanan BLUD;1.1.04.16;Pendapatan dari BLUD;5.1.01.99.099.09999;Belanja Pegawai BLUD;47100000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0003;Puskesmas Sungai Lansek;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.02.01.2.10;Peningkatan Pelayanan BLUD;1.02.01.2.10.0001;Pelayanan dan Penunjang Pelayanan BLUD;1.1.04.16;Pendapatan dari BLUD;5.1.02.99.099.09999;Belanja Barang dan Jasa BLUD;1124312852;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0003;Puskesmas Sungai Lansek;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.02.01.2.10;Peningkatan Pelayanan BLUD;1.02.01.2.10.0001;Pelayanan dan Penunjang Pelayanan BLUD;1.1.04.16;Pendapatan dari BLUD;5.2.02.99.099.09999;Belanja Modal Peralatan dan Mesin BLUD;60000000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0003;Puskesmas Sungai Lansek;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.02.01.2.10;Peningkatan Pelayanan BLUD;1.02.01.2.10.0001;Pelayanan dan Penunjang Pelayanan BLUD;1.1.04.16;Pendapatan dari BLUD;5.2.03.99.099.09999;Belanja Modal Gedung dan Bangunan BLUD;50000000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0001;Pengelolaan Pelayanan Kesehatan Ibu Hamil;2.2.01.09.002.00011;DAK Non Fisik-BOKKB-BOK;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;16000000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0005;Pengelolaan Pelayanan Kesehatan pada Usia Pendidikan Dasar;2.2.01.09.002.00011;DAK Non Fisik-BOKKB-BOK;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;44000000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0010;Pengelolaan Pelayanan Kesehatan Orang dengan Gangguan Jiwa Berat;2.2.01.09.002.00011;DAK Non Fisik-BOKKB-BOK;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;4200000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0011;Pengelolaan Pelayanan Kesehatan Orang Terduga Tuberkulosis;2.2.01.09.002.00011;DAK Non Fisik-BOKKB-BOK;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;11600000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0015;Pengelolaan Pelayanan Kesehatan Gizi Masyarakat;2.2.01.09.002.00011;DAK Non Fisik-BOKKB-BOK;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;316286000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0017;Pengelolaan Pelayanan Kesehatan Lingkungan;2.2.01.09.002.00011;DAK Non Fisik-BOKKB-BOK;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;7900000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0020;Pengelolaan Surveilans Kesehatan;2.2.01.09.002.00011;DAK Non Fisik-BOKKB-BOK;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;13100000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0021;Pengelolaan Pelayanan Kesehatan Orang dengan Masalah Kesehatan Jiwa (ODMK);2.2.01.09.002.00011;DAK Non Fisik-BOKKB-BOK;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;10500000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0025;Pelayanan Kesehatan Penyakit Menular dan Tidak Menular;2.2.01.09.002.00011;DAK Non Fisik-BOKKB-BOK;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;60300000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0033;Operasional Pelayanan Puskesmas;1.2.01.08;Dana Alokasi Umum (DAU);5.1.02.02.001.00085;Belanja jasa Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) Paruh Waktu pada jabatan tenaga kesehatan;84600000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0033;Operasional Pelayanan Puskesmas;1.2.01.08;Dana Alokasi Umum (DAU);5.1.02.02.002.00016;Belanja Iuran Jaminan Kesehatan bagi PPPK Paruh Waktu pada Jabatan Tenaga Kesehatan;6111264;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0033;Operasional Pelayanan Puskesmas;1.2.01.08;Dana Alokasi Umum (DAU);5.1.02.02.002.00024;Belanja Iuran Jaminan Kecelakaan Kerja bagi PPPK Paruh Waktu pada Jabatan Tenaga Kesehatan;367992;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0033;Operasional Pelayanan Puskesmas;1.2.01.08;Dana Alokasi Umum (DAU);5.1.02.02.002.00032;Belanja Iuran Jaminan Kematian bagi PPPK Paruh Waktu pada Jabatan Tenaga Kesehatan;460008;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0033;Operasional Pelayanan Puskesmas;2.2.01.09.002.00011;DAK Non Fisik-BOKKB-BOK;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;183181206;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0046;Pengelolaan upaya kesehatan Ibu dan Anak;2.2.01.09.002.00011;DAK Non Fisik-BOKKB-BOK;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;1500000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0048;Pengelolaan Layanan Imunisasi;2.2.01.09.002.00011;DAK Non Fisik-BOKKB-BOK;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;74154500;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.05;PROGRAM PEMBERDAYAAN MASYARAKAT BIDANG KESEHATAN;1.02.05.2.01;Advokasi. Pemberdayaan. Kemitraan. Peningkatan Peran serta Masyarakat dan Lintas Sektor Tingkat Daerah Kabupaten/Kota;1.02.05.2.01.0001;Peningkatan Upaya Promosi Kesehatan. Advokasi. Kemitraan dan Pemberdayaan Masyarakat;2.2.01.09.002.00011;DAK Non Fisik-BOKKB-BOK;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;8420000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.05;PROGRAM PEMBERDAYAAN MASYARAKAT BIDANG KESEHATAN;1.02.05.2.03;Pengembangan dan Pelaksanaan Upaya Kesehatan Bersumber Daya Masyarakat (UKBM) Tingkat Daerah Kabupaten/Kota;1.02.05.2.03.0001;Bimbingan Teknis dan Supervisi Pengembangan dan Pelaksanaan Upaya Kesehatan Bersumber Daya Masyarakat (UKBM);2.2.01.09.002.00011;DAK Non Fisik-BOKKB-BOK;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;33024500;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.02.01.2.10;Peningkatan Pelayanan BLUD;1.02.01.2.10.0001;Pelayanan dan Penunjang Pelayanan BLUD;1.1.04.16;Pendapatan dari BLUD;5.1.01.99.099.09999;Belanja Pegawai BLUD;60600000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.02.01.2.10;Peningkatan Pelayanan BLUD;1.02.01.2.10.0001;Pelayanan dan Penunjang Pelayanan BLUD;1.1.04.16;Pendapatan dari BLUD;5.1.02.99.099.09999;Belanja Barang dan Jasa BLUD;1677891436;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.02.01.2.10;Peningkatan Pelayanan BLUD;1.02.01.2.10.0001;Pelayanan dan Penunjang Pelayanan BLUD;1.1.04.16;Pendapatan dari BLUD;5.2.02.99.099.09999;Belanja Modal Peralatan dan Mesin BLUD;100000000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0004;Puskesmas Kamang;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.02.01.2.10;Peningkatan Pelayanan BLUD;1.02.01.2.10.0001;Pelayanan dan Penunjang Pelayanan BLUD;1.1.04.16;Pendapatan dari BLUD;5.2.04.99.099.09999;Belanja Modal Jalan. Jaringan. dan Irigasi BLUD;30000000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0005;Puskesmas Air Amo;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0001;Pengelolaan Pelayanan Kesehatan Ibu Hamil;2.2.01.09.002.00035;DAK Non Fisik-Dana BOK-BOK Puskesmas;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;25600000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0005;Puskesmas Air Amo;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0005;Pengelolaan Pelayanan Kesehatan pada Usia Pendidikan Dasar;2.2.01.09.002.00035;DAK Non Fisik-Dana BOK-BOK Puskesmas;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;19000000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0005;Puskesmas Air Amo;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0010;Pengelolaan Pelayanan Kesehatan Orang dengan Gangguan Jiwa Berat;2.2.01.09.002.00035;DAK Non Fisik-Dana BOK-BOK Puskesmas;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;4500000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0005;Puskesmas Air Amo;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0011;Pengelolaan Pelayanan Kesehatan Orang Terduga Tuberkulosis;2.2.01.09.002.00035;DAK Non Fisik-Dana BOK-BOK Puskesmas;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;11300000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0005;Puskesmas Air Amo;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0015;Pengelolaan Pelayanan Kesehatan Gizi Masyarakat;2.2.01.09.002.00035;DAK Non Fisik-Dana BOK-BOK Puskesmas;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;287703000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0005;Puskesmas Air Amo;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0017;Pengelolaan Pelayanan Kesehatan Lingkungan;2.2.01.09.002.00035;DAK Non Fisik-Dana BOK-BOK Puskesmas;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;7700000;;
 2026;002;PERGESERAN 1;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.02.0.00.0.00.01.0000;DINAS KESEHATAN;1.02.0.00.0.00.01.0005;Puskesmas Air Amo;1.02;URUSAN PEMERINTAHAN BIDANG KESEHATAN;1.02.02;PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT;1.02.02.2.02;Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota;1.02.02.2.02.0020;Pengelolaan Surveilans Kesehatan;2.2.01.09.002.00035;DAK Non Fisik-Dana BOK-BOK Puskesmas;5.1.02.90.001.00001;Belanja Barang dan Jasa BOK Puskesmas;16700000;;
