tahun;status;kdurus;nmurus;kdskpd;nmskpd;kdsubunit;nmsubunit;kdbidurus;nmbidurus;kdprog;nmprog;kdgiat;nmgiat;kdsubgiat;nmsubgiat;kdsdana;nmsdana;kdrek;nmrek;jml;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.04;PROGRAM PENDIDIK DAN TENAGA KEPENDIDIKAN;1.01.04.2.01;Pemerataan Kuantitas dan Kualitas Pendidik dan Tenaga Kependidikan bagi Satuan Pendidikan Dasar, PAUD, dan Pendidikan Nonformal/Kesetaraan;1.01.04.2.01.0001;Perhitungan dan Pemetaan Pendidik dan Tenaga Kependidikan Satuan Pendidikan Dasar, PAUD, dan Pendidikan Nonformal/Kesetaraan;2.2.01.08.002.00004;DAU yang Ditentukan Penggunaannya Bidang Pendidikan;5.1.02.01.001.00025;Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover;1766800;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.04;PROGRAM PENDIDIK DAN TENAGA KEPENDIDIKAN;1.01.04.2.01;Pemerataan Kuantitas dan Kualitas Pendidik dan Tenaga Kependidikan bagi Satuan Pendidikan Dasar, PAUD, dan Pendidikan Nonformal/Kesetaraan;1.01.04.2.01.0001;Perhitungan dan Pemetaan Pendidik dan Tenaga Kependidikan Satuan Pendidikan Dasar, PAUD, dan Pendidikan Nonformal/Kesetaraan;2.2.01.08.002.00004;DAU yang Ditentukan Penggunaannya Bidang Pendidikan;5.1.02.01.001.00029;Belanja Alat/Bahan untuk Kegiatan Kantor-Bahan Komputer;2430900;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.04;PROGRAM PENDIDIK DAN TENAGA KEPENDIDIKAN;1.01.04.2.01;Pemerataan Kuantitas dan Kualitas Pendidik dan Tenaga Kependidikan bagi Satuan Pendidikan Dasar, PAUD, dan Pendidikan Nonformal/Kesetaraan;1.01.04.2.01.0001;Perhitungan dan Pemetaan Pendidik dan Tenaga Kependidikan Satuan Pendidikan Dasar, PAUD, dan Pendidikan Nonformal/Kesetaraan;2.2.01.08.002.00004;DAU yang Ditentukan Penggunaannya Bidang Pendidikan;5.1.02.01.001.00052;Belanja Makanan dan Minuman Rapat;9975000;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.04;PROGRAM PENDIDIK DAN TENAGA KEPENDIDIKAN;1.01.04.2.01;Pemerataan Kuantitas dan Kualitas Pendidik dan Tenaga Kependidikan bagi Satuan Pendidikan Dasar, PAUD, dan Pendidikan Nonformal/Kesetaraan;1.01.04.2.01.0001;Perhitungan dan Pemetaan Pendidik dan Tenaga Kependidikan Satuan Pendidikan Dasar, PAUD, dan Pendidikan Nonformal/Kesetaraan;2.2.01.08.002.00004;DAU yang Ditentukan Penggunaannya Bidang Pendidikan;5.1.02.04.001.00001;Belanja Perjalanan Dinas Biasa;18960000;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.04;PROGRAM PENDIDIK DAN TENAGA KEPENDIDIKAN;1.01.04.2.01;Pemerataan Kuantitas dan Kualitas Pendidik dan Tenaga Kependidikan bagi Satuan Pendidikan Dasar, PAUD, dan Pendidikan Nonformal/Kesetaraan;1.01.04.2.01.0001;Perhitungan dan Pemetaan Pendidik dan Tenaga Kependidikan Satuan Pendidikan Dasar, PAUD, dan Pendidikan Nonformal/Kesetaraan;2.2.01.08.002.00004;DAU yang Ditentukan Penggunaannya Bidang Pendidikan;5.1.02.04.001.00003;Belanja Perjalanan Dinas Dalam Kota;7056000;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;1.01.01.2.01.0001;Penyusunan Dokumen Perencanaan Perangkat Daerah;1.2.01.08;Dana Alokasi Umum (DAU);5.1.02.01.001.00024;Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor;19256400;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;1.01.01.2.01.0001;Penyusunan Dokumen Perencanaan Perangkat Daerah;1.2.01.08;Dana Alokasi Umum (DAU);5.1.02.01.001.00025;Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover;9229500;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;1.01.01.2.01.0001;Penyusunan Dokumen Perencanaan Perangkat Daerah;1.2.01.08;Dana Alokasi Umum (DAU);5.1.02.01.001.00029;Belanja Alat/Bahan untuk Kegiatan Kantor-Bahan Komputer;7408500;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;1.01.01.2.01.0001;Penyusunan Dokumen Perencanaan Perangkat Daerah;1.2.01.08;Dana Alokasi Umum (DAU);5.1.02.04.001.00001;Belanja Perjalanan Dinas Biasa;8980000;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.001.00001;Belanja Gaji Pokok PNS;91546614927;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.001.00002;Belanja Gaji Pokok PPPK;58355053698;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.002.00001;Belanja Tunjangan Keluarga PNS;9705660537;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.002.00002;Belanja Tunjangan Keluarga PPPK;6096318299;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.003.00001;Belanja Tunjangan Jabatan PNS;280796750;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.004.00001;Belanja Tunjangan Fungsional PNS;7792520600;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.005.00001;Belanja Tunjangan Fungsional Umum PNS;360165500;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.005.00002;Belanja Tunjangan Fungsional Umum PPPK;3290248863;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.006.00001;Belanja Tunjangan Beras PNS;4975549480;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.006.00002;Belanja Tunjangan Beras PPPK;3966824468;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.007.00001;Belanja Tunjangan PPh/Tunjangan Khusus PNS;377044351;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.008.00001;Belanja Pembulatan Gaji PNS;1539417;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.008.00002;Belanja Pembulatan Gaji PPPK;1070353;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.009.00001;Belanja Iuran Jaminan Kesehatan PNS;3425467911;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.009.00002;Belanja Iuran Jaminan Kesehatan PPPK;2726099855;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.010.00001;Belanja Iuran Jaminan Kecelakaan Kerja PNS;247638035;
 2026;APBD;1;URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01.2.22.0.00.01.0000;DINAS PENDIDIKAN DAN KEBUDAYAAN;1.01;URUSAN PEMERINTAHAN BIDANG PENDIDIKAN;1.01.01;PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA;1.01.01.2.02;Administrasi Keuangan Perangkat Daerah;1.01.01.2.02.0001;Penyediaan Gaji dan Tunjangan ASN;1.2.01.08;Dana Alokasi Umum (DAU);5.1.01.01.010.00002;Belanja Iuran Jaminan Kecelakaan Kerja PPPK;140085714;
